run_id,baslangic_ts_utc,bitis_ts_utc,etiket,senaryo,sensor,status,traffic_mode,cleanup_ok,mitre,notlar
7,2026-07-23T21:58:25.367663+00:00,2026-07-23T21:58:25.385018+00:00,attack,steering_hijack,ot,legacy,legacy-mixed,unknown,T0836;T0831,HR4 (heading cmd) <- 270 derece
7,2026-07-23T21:58:25.385535+00:00,2026-07-23T21:59:10.392302+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-steering_hijack
7,2026-07-23T21:59:10.394698+00:00,2026-07-23T21:59:10.430916+00:00,attack,power_overload,ot,legacy,legacy-mixed,unknown,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk)
7,2026-07-23T21:59:10.431556+00:00,2026-07-23T21:59:55.446022+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-power_overload
8,2026-07-23T21:59:56.948345+00:00,2026-07-23T22:01:26.955844+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,warmup
8,2026-07-23T22:01:26.959393+00:00,2026-07-23T22:01:27.414488+00:00,attack,recon_scan,ot,legacy,legacy-mixed,unknown,T0846;T0888,"32 okuma, 0..64 araligi tarandi"
8,2026-07-23T22:01:27.415184+00:00,2026-07-23T22:02:12.427497+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-recon_scan
8,2026-07-23T22:02:12.428574+00:00,2026-07-23T22:02:12.440994+00:00,attack,modbus_write,ot,legacy,legacy-mixed,unknown,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True"
8,2026-07-23T22:02:12.441583+00:00,2026-07-23T22:02:57.450732+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-modbus_write
8,2026-07-23T22:02:57.452019+00:00,2026-07-23T22:03:00.065463+00:00,attack,dos_flood,ot,legacy,legacy-mixed,unknown,T0814;T0815,300/300 baglanti acildi
8,2026-07-23T22:03:00.066445+00:00,2026-07-23T22:03:45.079275+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-dos_flood
8,2026-07-23T22:03:45.080647+00:00,2026-07-23T22:03:45.139573+00:00,attack,steering_hijack,ot,legacy,legacy-mixed,unknown,T0836;T0831,HR4 (heading cmd) <- 270 derece
8,2026-07-23T22:03:45.140209+00:00,2026-07-23T22:04:30.151223+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-steering_hijack
8,2026-07-23T22:04:30.152967+00:00,2026-07-23T22:04:30.186420+00:00,attack,power_overload,ot,legacy,legacy-mixed,unknown,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk)
8,2026-07-23T22:04:30.187120+00:00,2026-07-23T22:05:15.194120+00:00,normal,baseline,ot,legacy,legacy-mixed,unknown,,gap-after-power_overload
9,2026-07-23T22:49:02.248467+00:00,2026-07-23T22:49:05.260277+00:00,normal,baseline,ot,ok,isolated,,,warmup
9,2026-07-23T22:49:06.462125+00:00,2026-07-23T22:49:06.893715+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
9,2026-07-23T22:49:07.394705+00:00,2026-07-23T22:49:09.395826+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
9,2026-07-23T22:49:10.602615+00:00,2026-07-23T22:49:10.680381+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
9,2026-07-23T22:49:11.286148+00:00,2026-07-23T22:49:13.288298+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
9,2026-07-23T22:49:14.497718+00:00,2026-07-23T22:49:17.317606+00:00,attack,dos_flood,ot,ok,attack-only,true,T0814;T0815,300/300 baglanti acildi
9,2026-07-23T22:49:17.820376+00:00,2026-07-23T22:49:19.827047+00:00,normal,baseline,ot,ok,isolated,,,gap-after-dos_flood
9,2026-07-23T22:49:21.032950+00:00,2026-07-23T22:49:21.036807+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,HR4 (heading cmd) <- 270 derece; cleanup=HR4=90
9,2026-07-23T22:49:21.641372+00:00,2026-07-23T22:49:23.647675+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
9,2026-07-23T22:49:24.855732+00:00,2026-07-23T22:49:24.943243+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
9,2026-07-23T22:49:25.544451+00:00,2026-07-23T22:49:27.556599+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
10,2026-07-23T22:49:53.430019+00:00,2026-07-23T22:49:56.440922+00:00,normal,baseline,ot,ok,isolated,,,warmup
10,2026-07-23T22:49:57.657722+00:00,2026-07-23T22:49:58.122180+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
10,2026-07-23T22:49:58.630273+00:00,2026-07-23T22:50:00.630961+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
10,2026-07-23T22:50:01.834120+00:00,2026-07-23T22:50:01.901483+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
10,2026-07-23T22:50:02.505714+00:00,2026-07-23T22:50:04.509743+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
10,2026-07-23T22:50:05.721065+00:00,2026-07-23T22:50:08.469409+00:00,attack,dos_flood,ot,ok,attack-only,true,T0814;T0815,300/300 baglanti acildi
10,2026-07-23T22:50:08.985178+00:00,2026-07-23T22:50:10.998150+00:00,normal,baseline,ot,ok,isolated,,,gap-after-dos_flood
10,2026-07-23T22:50:12.207665+00:00,2026-07-23T22:50:12.215272+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,HR4 (heading cmd) <- 270 derece; cleanup=HR4=90
10,2026-07-23T22:50:12.828240+00:00,2026-07-23T22:50:14.841982+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
10,2026-07-23T22:50:16.044743+00:00,2026-07-23T22:50:16.119608+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
10,2026-07-23T22:50:16.726971+00:00,2026-07-23T22:50:18.730833+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
11,2026-07-23T22:50:20.356753+00:00,2026-07-23T22:50:23.362347+00:00,normal,baseline,ot,ok,isolated,,,warmup
11,2026-07-23T22:50:24.569047+00:00,2026-07-23T22:50:25.072740+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
11,2026-07-23T22:50:25.585244+00:00,2026-07-23T22:50:27.601858+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
11,2026-07-23T22:50:28.808541+00:00,2026-07-23T22:50:28.842268+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
11,2026-07-23T22:50:29.445607+00:00,2026-07-23T22:50:31.446426+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
11,2026-07-23T22:50:32.660491+00:00,2026-07-23T22:50:35.379163+00:00,attack,dos_flood,ot,ok,attack-only,true,T0814;T0815,300/300 baglanti acildi
11,2026-07-23T22:50:35.880676+00:00,2026-07-23T22:50:37.885777+00:00,normal,baseline,ot,ok,isolated,,,gap-after-dos_flood
11,2026-07-23T22:50:39.105503+00:00,2026-07-23T22:50:39.144232+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,HR4 (heading cmd) <- 270 derece; cleanup=HR4=90
11,2026-07-23T22:50:39.754685+00:00,2026-07-23T22:50:41.758475+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
11,2026-07-23T22:50:42.973425+00:00,2026-07-23T22:50:43.050830+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
11,2026-07-23T22:50:43.663689+00:00,2026-07-23T22:50:45.677011+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
12,2026-07-24T13:06:17.983793+00:00,2026-07-24T13:06:47.988833+00:00,normal,baseline,ot,ok,isolated,,,warmup
12,2026-07-24T13:06:49.205927+00:00,2026-07-24T13:06:49.713000+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
12,2026-07-24T13:06:50.218404+00:00,2026-07-24T13:07:10.222332+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
12,2026-07-24T13:07:11.429393+00:00,2026-07-24T13:07:11.507294+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
12,2026-07-24T13:07:12.118288+00:00,2026-07-24T13:07:32.129418+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
12,2026-07-24T13:07:33.345913+00:00,2026-07-24T13:07:36.064599+00:00,attack,dos_flood,ot,ok,attack-only,true,T0814;T0815,300/300 baglanti acildi
12,2026-07-24T13:07:36.613812+00:00,2026-07-24T13:07:56.618056+00:00,normal,baseline,ot,ok,isolated,,,gap-after-dos_flood
12,2026-07-24T13:07:57.830222+00:00,2026-07-24T13:07:58.529606+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [10, 4, 40, 327, 315, 206] derece (out-of-band x6); cleanup=HR4=90"
12,2026-07-24T13:07:59.130177+00:00,2026-07-24T13:08:19.132696+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
12,2026-07-24T13:08:20.345055+00:00,2026-07-24T13:08:20.446326+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
12,2026-07-24T13:08:21.052711+00:00,2026-07-24T13:08:41.063210+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
12,2026-07-24T13:08:42.279428+00:00,2026-07-24T13:08:44.781111+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
12,2026-07-24T13:08:45.384744+00:00,2026-07-24T13:09:05.385600+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
12,2026-07-24T13:09:06.596415+00:00,2026-07-24T13:09:08.703688+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
12,2026-07-24T13:09:09.301255+00:00,2026-07-24T13:09:29.309117+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
13,2026-07-25T12:49:34.522661+00:00,2026-07-25T12:51:04.528223+00:00,normal,baseline,ot,ok,isolated,,,warmup
13,2026-07-25T12:51:05.742151+00:00,2026-07-25T12:51:06.232284+00:00,attack,recon_scan,ot,ok,attack-only,true,T0846;T0888,"32 basarili/0 hatali okuma, 0..64 tarandi"
13,2026-07-25T12:51:06.747033+00:00,2026-07-25T12:51:51.756619+00:00,normal,baseline,ot,ok,isolated,,,gap-after-recon_scan
13,2026-07-25T12:51:52.971572+00:00,2026-07-25T12:51:53.062795+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
13,2026-07-25T12:51:53.673012+00:00,2026-07-25T12:52:38.677782+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
13,2026-07-25T12:52:39.887274+00:00,2026-07-25T12:52:39.913929+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
13,2026-07-25T12:52:40.515863+00:00,2026-07-25T12:53:25.523981+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
13,2026-07-25T12:53:26.732246+00:00,2026-07-25T12:53:26.765737+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
13,2026-07-25T12:53:27.377233+00:00,2026-07-25T12:54:12.379035+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
13,2026-07-25T12:54:13.589692+00:00,2026-07-25T12:54:13.611232+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
13,2026-07-25T12:54:14.227495+00:00,2026-07-25T12:54:59.239590+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
13,2026-07-25T12:55:00.454378+00:00,2026-07-25T12:55:00.556887+00:00,attack,modbus_write,ot,ok,attack-only,true,T0836;T0855;T0831,"HR2<-95, HR3<-1200, Coil0<-True; cleanup=HR2=50, HR3=0, Coil0=False"
13,2026-07-25T12:55:01.168279+00:00,2026-07-25T12:55:46.173106+00:00,normal,baseline,ot,ok,isolated,,,gap-after-modbus_write
13,2026-07-25T12:55:47.386412+00:00,2026-07-25T12:55:48.010408+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [13, 201, 196, 300, 187, 227] derece (out-of-band x6); cleanup=HR4=90"
13,2026-07-25T12:55:48.614222+00:00,2026-07-25T12:56:33.626795+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
13,2026-07-25T12:56:34.834762+00:00,2026-07-25T12:56:35.458900+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [27, 2, 0, 332, 159, 262] derece (out-of-band x6); cleanup=HR4=90"
13,2026-07-25T12:56:36.062714+00:00,2026-07-25T12:57:21.066494+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
13,2026-07-25T12:57:22.278714+00:00,2026-07-25T12:57:22.906236+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [227, 331, 281, 163, 201, 335] derece (out-of-band x6); cleanup=HR4=90"
13,2026-07-25T12:57:23.504264+00:00,2026-07-25T12:58:08.513377+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
13,2026-07-25T12:58:09.725151+00:00,2026-07-25T12:58:10.351513+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [15, 9, 33, 298, 340, 350] derece (out-of-band x6); cleanup=HR4=90"
13,2026-07-25T12:58:10.954018+00:00,2026-07-25T12:58:55.963345+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
13,2026-07-25T12:58:57.176486+00:00,2026-07-25T12:58:57.796971+00:00,attack,steering_hijack,ot,ok,attack-only,true,T0836;T0831,"HR4 (heading cmd) <- [0, 300, 19, 36, 348, 2] derece (out-of-band x6); cleanup=HR4=90"
13,2026-07-25T12:58:58.399384+00:00,2026-07-25T12:59:43.404316+00:00,normal,baseline,ot,ok,isolated,,,gap-after-steering_hijack
13,2026-07-25T12:59:44.615257+00:00,2026-07-25T12:59:44.636760+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
13,2026-07-25T12:59:45.238489+00:00,2026-07-25T13:00:30.253269+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
13,2026-07-25T13:00:31.457956+00:00,2026-07-25T13:00:31.483971+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
13,2026-07-25T13:00:32.094391+00:00,2026-07-25T13:01:17.095711+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
13,2026-07-25T13:01:18.300268+00:00,2026-07-25T13:01:18.330993+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
13,2026-07-25T13:01:18.941832+00:00,2026-07-25T13:02:03.941452+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
13,2026-07-25T13:02:05.151525+00:00,2026-07-25T13:02:05.174767+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
13,2026-07-25T13:02:05.787325+00:00,2026-07-25T13:02:50.791600+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
13,2026-07-25T13:02:52.000557+00:00,2026-07-25T13:02:52.018399+00:00,attack,power_overload,ot,ok,attack-only,true,T0836;T0831,HR9 (load cmd) <- 100% (asiri yuk); cleanup=HR9=60
13,2026-07-25T13:02:52.619715+00:00,2026-07-25T13:03:37.627839+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_overload
13,2026-07-25T13:03:38.836547+00:00,2026-07-25T13:03:41.271594+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
13,2026-07-25T13:03:41.869964+00:00,2026-07-25T13:04:26.872286+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
13,2026-07-25T13:04:28.086474+00:00,2026-07-25T13:04:30.518372+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
13,2026-07-25T13:04:31.129867+00:00,2026-07-25T13:05:16.133464+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
13,2026-07-25T13:05:17.348007+00:00,2026-07-25T13:05:19.768267+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
13,2026-07-25T13:05:20.377908+00:00,2026-07-25T13:06:05.380179+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
13,2026-07-25T13:06:06.584613+00:00,2026-07-25T13:06:09.012490+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
13,2026-07-25T13:06:09.619671+00:00,2026-07-25T13:06:54.630021+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
13,2026-07-25T13:06:55.842310+00:00,2026-07-25T13:06:58.265139+00:00,attack,engine_rpm_ramping,ot,ok,attack-only,true,T0836;T0831,"HR3 (RPM_COMMAND) <- [1200, 0, 1200, 10, 1150, 0] RPM (rapid ramping x6); cleanup=HR3 (RPM_COMMAND) -> 0 RPM (safely reset)"
13,2026-07-25T13:06:58.856992+00:00,2026-07-25T13:07:43.865091+00:00,normal,baseline,ot,ok,isolated,,,gap-after-engine_rpm_ramping
13,2026-07-25T13:07:45.072499+00:00,2026-07-25T13:07:47.102625+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
13,2026-07-25T13:07:47.708567+00:00,2026-07-25T13:08:32.722966+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
13,2026-07-25T13:08:33.924572+00:00,2026-07-25T13:08:35.947966+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
13,2026-07-25T13:08:36.552494+00:00,2026-07-25T13:09:21.557527+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
13,2026-07-25T13:09:22.761131+00:00,2026-07-25T13:09:24.794208+00:00,attack,power_blackout_trip,ot,ok,attack-only,true,T0836;T0814,"HR9 (LOAD_CMD) <- [100, 0, 100, 0, 100]% (power blackout trip x5); cleanup=HR9 (LOAD_CMD) -> 60% (nominal reset)"
13,2026-07-25T13:09:25.404234+00:00,2026-07-25T13:10:10.407708+00:00,normal,baseline,ot,ok,isolated,,,gap-after-power_blackout_trip
